Class,Label,RMSE,MAE,NRMSE (by avg),NRMSE (by max),Normalized RMSE (0-1),Avg Count,Max Count,Non-Zero Rate
79,Canvasback,0.4392596687898471,0.010386013425886631,93.98530374076803,0.007843922656961556,0.007843922032256912,0.004673706,56.0,0.0007357268981753973
80,Cape May Warbler,0.051518962009943096,0.0021926029585301876,26.261032613642403,0.025759481004971548,0.025759481004971548,0.0019618026,2.0,0.0017051552816535677
81,Carolina Chickadee,4.1444824676087615,3.9080259799957275,4.599348535312989,0.13369298282608907,0.13369297837530517,0.90110207,31.0,0.3471851954436866
82,Carolina Wren,3.745117824111745,3.5221855640411377,4.620676052249512,0.0891694720026606,0.08916947022640029,0.81051296,42.0,0.3672835231797251
83,Caspian Tern,1.935400101748542,0.9230858087539673,11.370311715785245,0.030720636535691143,0.030720636963189475,0.17021522,63.0,0.03708063566804003
84,Cave Swallow,0.03873244110073474,0.0015002019936218858,167.81798258453475,0.03873244110073474,0.03873244110073474,0.0002308003,1.0,0.00019042343246892637
85,Cedar Waxwing,8.315562207638251,3.1417691707611084,10.587496649969996,0.021883058441153295,0.021883058660137972,0.78541344,380.0,0.041105494581587784
86,Cerulean Warbler,0.05834641707238964,0.0029427038971334696,24.66345824910924,0.019448805690796548,0.01944880594020201,0.002365703,3.0,0.0021379358099920366
87,Chestnut-sided Warbler,0.25432613573622276,0.058334775269031525,31.483758009130984,0.03633230510517468,0.03633230624952541,0.008078011,7.0,0.005885815185403178
88,Chimney Swift,3.2065616686702523,2.6223530769348145,9.841140068557062,0.026945896375380272,0.026945897140461975,0.32583234,119.0,0.088650763424852
89,Chipping Sparrow,3.9228539935734315,3.2987709045410156,7.705654005689456,0.05604077133676331,0.05604077118244717,0.50908774,70.0,0.07850638784059828
90,Chuck-will's-widow,0.3545007205493098,0.11482314765453339,49.150815733169125,0.05064296007847283,0.050642962330305984,0.0072125094,7.0,0.004275871619984073
91,Clapper Rail,0.8767112959234007,0.6339507102966309,13.053508339474345,0.048706183106855594,0.048706183756033465,0.067162886,18.0,0.029506976422116814
92,Clay-colored Sparrow,0.03642940739692289,0.0006347008165903389,57.39618800653895,0.009107351849230722,0.009107351849230722,0.0006347008,4.0,0.00041546930720493024
93,Cliff Swallow,2.730029506034834,0.5842132568359375,23.50429247272062,0.009100098353449448,0.009100098050190096,0.11615025,300.0,0.012498701658414985
94,Common Gallinule,3.4213553256128075,0.9059488773345947,15.087915707211705,0.015987641708471063,0.01598764063020988,0.2267613,214.0,0.029351175431914966
95,Common Goldeneye,0.22015463773625746,0.018464023247361183,37.0436885917858,0.014676975849083831,0.014676977210715104,0.005943108,15.0,0.0016532216182529515
96,Common Grackle,8.588170685321458,4.036178112030029,9.555215277279892,0.02020746043605049,0.020207461417753973,0.89879405,425.0,0.11991482879202299
97,Common Ground Dove,0.9582779840711954,0.7687380909919739,11.071944266323275,0.09582779840711954,0.09582779510275811,0.08655011,10.0,0.03351452411453104
98,Common Loon,3.157310685306374,1.400496244430542,14.415002931253818,0.011914379944552356,0.011914380525620313,0.21902949,265.0,0.04772703666516636
99,Common Nighthawk,0.8007987415915481,0.5434193015098572,30.302714566218473,0.030799951599674927,0.03079995360136311,0.026426634,26.0,0.012758369975418066
100,Common Tern,1.4306219830362448,0.2872886657714844,26.099062102063957,0.01788277478795306,0.017882775113448747,0.054815073,80.0,0.007668870962157671
101,Common Yellowthroat,1.8456697975661707,1.2440136671066284,10.196781410347128,0.01318335569690122,0.013183355881169848,0.18100514,140.0,0.06946127479832427
102,Cooper's Hawk,0.9830952454445873,0.9650914669036865,22.74769463115515,0.19661904908891745,0.19661905060465676,0.043217357,5.0,0.039902364712806844
103,Couch's Kingbird,0.0075960565794619215,5.770007555838674e-05,131.6472553276896,0.0075960565794619215,0.0075960565794619215,5.7700076e-05,1.0,9.521171623446318e-05
104,Dark-eyed Junco,0.5317239610549481,0.13790318369865417,19.565409273853476,0.03323274756593426,0.03323274756593426,0.027176736,16.0,0.006898521621715196
105,Dickcissel,0.26586198052747406,0.021637527272105217,66.77759212364622,0.009167654500947382,0.00916765448726367,0.0039813053,29.0,0.002302392410760655
106,Double-crested Cormorant,16.375396024850915,5.591598987579346,8.412936351905058,0.016375396024850913,0.01637539569993383,1.9464543,1000.0,0.1641449987882145
107,Downy Woodpecker,2.4766989107801183,2.3557209968566895,6.662062396401222,0.2063915758983432,0.20639156988180182,0.3717616,12.0,0.2345670463594502
108,Dunlin,8.444519288026962,1.1646183729171753,14.9430220338904,0.016889038576053925,0.01688903784054842,0.56511456,500.0,0.01980403697676834
109,Eastern Bluebird,3.986996375540336,3.767930269241333,6.053849225312458,0.07522634670830823,0.07522634695622217,0.65858865,53.0,0.21724716961534465
110,Eastern Kingbird,2.5125615202550575,1.456926941871643,14.558743860313365,0.011166940090022478,0.01116693969150442,0.17258093,225.0,0.06108264376969151
111,Eastern Meadowlark,1.4955939112810461,1.0194449424743652,13.772655665302604,0.02300913709663148,0.02300913704304242,0.10859154,65.0,0.025049336980230586
112,Eastern Phoebe,1.9626363864814012,1.8911776542663574,9.094773340810567,0.0892107448400637,0.08921075264817785,0.21579827,22.0,0.11894540040854482
113,Eastern Screech-Owl,0.46186271849887806,0.20847037434577942,65.07758357970951,0.05131807983320867,0.05131807980520244,0.007097109,9.0,0.006509019146210574
114,Eastern Towhee,2.390393414219436,2.2524378299713135,9.280445654918116,0.07967978047398121,0.0796797835129437,0.25757313,30.0,0.12620745767406433
115,Eastern Whip-poor-will,0.010742446235228431,0.00011540015111677349,93.08866696680616,0.010742446235228431,0.010742446235228431,0.00011540015,1.0,9.521171623446318e-05
116,Eastern Wood-Pewee,0.8919142042283636,0.7553516626358032,21.64953014363622,0.08108310947530578,0.0810831146487629,0.041197855,11.0,0.023811584669182564
117,Eurasian Collared-Dove,1.8159500697745812,1.6798800230026245,11.678007197449416,0.07566458624060755,0.07566459171108125,0.15550171,24.0,0.06374857182425649
118,European Herring Gull,6.643219277257274,1.0830304622650146,27.058432386565258,0.008304024096571593,0.00830402381058102,0.24551383,800.0,0.0427673718104075
119,European Starling,13.26393057310113,6.740811347961426,6.685391142908035,0.02652786114620226,0.02652786228157353,1.9840171,500.0,0.16767648789945644
120,Field Sparrow,0.2089951147011582,0.03571634739637375,43.639692066793316,0.029856444957308315,0.02985644505677691,0.004789106,7.0,0.002968874424401897
121,Fish Crow,8.956246728889843,3.7663724422454834,11.408254887418995,0.011057094727024498,0.01105709529807588,0.7850672,810.0,0.16866322750406815
122,Fork-tailed Flycatcher,0.07966811187349722,0.006347008049488068,460.2426779197831,0.07966811187349722,0.07966811187349722,0.00017310023,1.0,0.00019907904303569573
123,Forster's Tern,7.013007476450178,2.130979061126709,11.093686576525764,0.018215603834935527,0.01821560404816897,0.63216203,385.0,0.06520271439947374
124,Fox Sparrow,0.0240208394208037,0.00023080030223354697,104.07629101151261,0.008006946473601234,0.008006946877470406,0.0002308003,3.0,8.65561056676938e-05
125,Franklin's Gull,0.3079917564875793,0.009809012524783611,76.25435665109327,0.010620405396123425,0.010620405957801315,0.0040390054,29.0,0.0009953952151784786
126,Fulvous Whistling-Duck,0.10359639938988441,0.0050776065327227116,99.74606280296871,0.01151071104332049,0.011510711675423701,0.0010386014,9.0,0.00038950247550462207
127,Gadwall,7.342027827489413,0.504875659942627,30.81731274033747,0.013349141504526206,0.013349141059152287,0.23824361,550.0,0.007435169476854898
128,Glaucous Gull,0.09272168874535151,0.00848191138356924,229.5656614674284,0.04636084437267576,0.04636084437267576,0.0004039005,2.0,0.00036353564380431396
129,Glossy Ibis,0.46972873552418526,0.03127343952655792,34.93935124755558,0.013048020431227369,0.013048020183392151,0.013444117,36.0,0.0018523006612886474
130,Golden Pheasant,0.08424434236743732,0.007097109220921993,208.57696232844788,0.08424434236743732,0.08424434236743732,0.0004039005,1.0,0.0002163902641692345
131,Golden-crowned Kinglet,0.2815668652330525,0.046506259590387344,24.038597183725162,0.021658989633311733,0.02165899110425854,0.0117131155,13.0,0.00545303465706471
